Opel Corsa 1.2 Edition S&S,50 900 zl,44 900 km,"1 199 cm3 • 75 KM • Zadbany, Duża Nawigacja, Mulitfunkcja, Klima, Oszczędny Silnik",https://www.otomoto.pl/osobowe/oferta/opel-corsa-zadbany-duza-nawigacja-mulitfunkcja-klima-oszczedny-silnik-ID6EWIxI.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImJ1ZGIyOXFxbG1taTEtT1RPTU9UT1BMIn0.7xe2lEGlxo-mNEHRCwerRR-fxbslXjsizY8hHDNL0bc/image;s=320x240
Opel Astra V 1.4 T Enjoy,50 500 zl,105 000 km,1 399 cm3 • 125 KM • Astra Salon Polska,https://www.otomoto.pl/osobowe/oferta/opel-astra-astra-salon-polska-ID6G3Gx6.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Imo4ZnYwa2RibWd0ei1PVE9NT1RPUEwifQ.h8ZE-PTm-fdfX7u-eVUMd9zHGS7uuV9bceZEBIWltmg/image;s=320x240
Opel Astra V 1.4 T GPF Dynamic,49 950 zl,24 000 km,1 399 cm3 • 125 KM • Salon Polsa Led Navi PodgrzewanaK Na Miejscu!,https://www.otomoto.pl/osobowe/oferta/opel-astra-salon-polsa-led-navi-podgrzewanak-na-miejscu-ID6FNAwC.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InYzMW1wZG8xc244ZC1PVE9NT1RPUEwifQ.hrCUTky4ReiUbMnqL7jEAdkB2pO7bU-687zVF13JfNQ/image;s=320x240
Opel Corsa 1.5 D Edition S&S,49 900 zl,112 700 km,1 499 cm3 • 102 KM • 1.5 Edition 102KM Salon PL ASO FV23%,https://www.otomoto.pl/osobowe/oferta/opel-corsa-1-5-edition-102km-salon-pl-aso-fv23-ID6G0y4t.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjRtMHExcTRrMmZ1bTEtT1RPTU9UT1BMIn0.ip8iQE1enKdHZRpoHJ7O_pqdcVZdo0zgOE7vgqs3XvA/image;s=320x240
Opel Astra V 1.4 T Enjoy,49 800 zl,147 800 km,1 399 cm3 • 125 KM • Opel Astra 2019r,https://www.otomoto.pl/osobowe/oferta/opel-astra-opel-astra-2019r-ID6G1HAP.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImNlZm4yYzBmbjRreTEtT1RPTU9UT1BMIn0.cj6Egqtvi4Z2Y4vh0FdKzEZ8nvKaXl-fPzXf02Vd-yo/image;s=320x240
Opel Corsa 1.2 Active,49 000 zl,26 000 km,"1 199 cm3 • 75 KM • Corsa F, jak nowa, faktura",https://www.otomoto.pl/osobowe/oferta/opel-corsa-corsa-f-jak-nowa-faktura-ID6G17av.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImI2MzRlMHhzM2E4YjItT1RPTU9UT1BMIn0.INCy1CdXHFfcGbpFsmTsPlDrGrr8xLSI6v6FsaLoUCo/image;s=320x240
Opel Astra V 1.4 Enjoy,49 000 zl,68 000 km,1 399 cm3 • 100 KM • Opel Astra V,https://www.otomoto.pl/osobowe/oferta/opel-astra-opel-astra-v-ID6G2r3O.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InRhc2g4YnB2aXhmOTEtT1RPTU9UT1BMIn0.vriSWRW0PbDlhr-2axmslx1Q0iOOv6E4bjj-lC4ObEs/image;s=320x240
Opel Astra V 1.4 Enjoy,49 000 zl,69 000 km,1 399 cm3 • 100 KM • Opel Astra pierwszy właściciel,https://www.otomoto.pl/osobowe/oferta/opel-astra-opel-astra-pierwszy-wlasciciel-ID6FWi1k.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InR0NHpraW16eWhyaDItT1RPTU9UT1BMIn0.SD4IUah1BRFOg3F-MXQWN1AOkJM8uzAOQd_NKVy4U_Q/image;s=320x240
Opel Astra V 1.4 T Enjoy,49 000 zl,135 300 km,"1 399 cm3 • 125 KM • Opel Astra V 125KM, Salon Polska, Bezwypadkowy, FV",https://www.otomoto.pl/osobowe/oferta/opel-astra-opel-astra-v-125km-salon-polska-bezwypadkowy-fv-ID6FLdhJ.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im41YzF1ZGc0aTRidDEtT1RPTU9UT1BMIn0.2RNyT0A5bFkfomc0WeDkKuEfaeSLBCuiPu8UTAXGlZw/image;s=320x240
Opel Corsa 1.2 Business S&S,48 500 zl,48 500 km,1 199 cm3 • 75 KM • Sprowadzona zarejestrowana Ubezpieczona na rok,https://www.otomoto.pl/osobowe/oferta/opel-corsa-sprowadzona-zarejestrowana-ubezpieczona-na-rok-ID6FIzv5.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImZ4OHkyeXBmeHRyNzItT1RPTU9UT1BMIn0.yjbPIz6OaDYS9MV4QbhWHmoFpaoB7O7HGDnrTAnmyAM/image;s=320x240
Opel Astra 1.4 Turbo Dynamic,48 500 zl,108 000 km,1 399 cm3 • 125 KM • 1.4 Turbo Dynamic S&S,https://www.otomoto.pl/osobowe/oferta/opel-astra-1-4-turbo-dynamic-s-s-ID6FO4En.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImlzYjg5dDF1bmsyNzEtT1RPTU9UT1BMIn0.NzKLPDhBNBw7S6SacwM1eZ9Kp-98FnIhLE_T8AFrvnc/image;s=320x240
Opel Corsa,48 000 zl,7 500 km,"1 229 cm3 • 70 KM • Sprzedam (jak nowy, z małym przebiegiem) samochód Opel Corsa.",https://www.otomoto.pl/osobowe/oferta/opel-corsa-sprzedam-jak-nowy-z-malym-przebiegiem-samochod-opel-corsa-ID6G29Ta.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjdmbWFkOTEyNDMwaDMtT1RPTU9UT1BMIn0.26JiiZPODTI4RNqpxVA7Z-OSCtEbbwC6jkjeIfEDdOI/image;s=320x240
Opel Corsa,47 900 zl,114 653 km,1 499 cm3 • 102 KM • Opel Corsa 2021 rok Polska,https://www.otomoto.pl/osobowe/oferta/opel-corsa-opel-corsa-2021-rok-polska-ID6FXRGS.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Ijdtcnk2bDUyajltajItT1RPTU9UT1BMIn0.y7pVFswGVSmPedKry5hQBxtS1lw7E173yQqXsCxWNto/image;s=320x240
Opel Adam 1.4 Turbo S,47 900 zl,55 000 km,1 364 cm3 • 150 KM • Opel Adam Sport / Gwarancja Techniczna,https://www.otomoto.pl/osobowe/oferta/opel-adam-opel-adam-sport-gwarancja-techniczna-ID6FV2kF.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Ijk4Zms5YW41dWxycTItT1RPTU9UT1BMIn0.0-GESGkuT1qbx50Y94gRvFx70RJog-KuDRoNNjxAbR0/image;s=320x240
OPEL Corsa 1.2 Elegance S&S,67 850 zl,38 438 km,1199 cm3,"https://otomotoklik.pl/oferta/VXKUPHMHDL4210867?product=lease&contractPeriod=72&utm_source=otomoto&utm_medium=native&utm_campaign=listing&utm_term=opel-corsa-1.2-elegance-s&s,opel,,,,,,,,,,,,,,,,&utm_campaign_id=2-undefined",https://cdn.otomotoklik.pl/static/VXKUPHMHDL4210867/vc/exterior-closed_nr_001_small.jpg
Opel Astra V 1.4 T Enjoy,47 900 zl,164 000 km,1 / 6,https://www.otomoto.pl/osobowe/oferta/opel-astra-125km-android-auto-super-stan-1wl-salon-pl-fv23-we912xp-ID6G1BIj.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Inl1MWo1bXgzNmd2YS1PVE9NT1RPUEwifQ.RXSOmNOb1iDbh3uxUbMYRPXixTxEwK6jukeD2XM37O8/image;s=644x461
Opel Mokka,45 900 zl,12 000 km,1 200 cm3 • 130 KM • Opel Mokka 1.2 automat Full opcja,https://www.otomoto.pl/osobowe/oferta/opel-mokka-opel-mokka-1-2-automat-full-opcja-ID6FZxw5.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImU4emQyYXdqNTFyMjEtT1RPTU9UT1BMIn0.zPKlVlTx7leUMB0OSTGCrrRLXU9D7H2FryWJWR8QREk/image;s=320x240
Opel Corsa 1.4 120 Lat,45 900 zl,36 490 km,1 398 cm3 • 90 KM • Corsa E 1.4 90KM 120 Lat !!!,https://www.otomoto.pl/osobowe/oferta/opel-corsa-corsa-e-1-4-90km-120-lat-ID6G0RiA.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InkxMWw2c3RlNnptNTEtT1RPTU9UT1BMIn0.anXb-Ur5m8JMSg4xIEXv3NUltUhFPh20HicD-hJTf5c/image;s=320x240
OPEL Astra Hatchback Astra VI 1.2 T Elegance S&S aut,113 890 zl,2 km,1199 cm3,"https://carsmile.pl/oferta/opel/astra/hatchback-leasing-wynajem-dlugoterminowy?code=153990-11&finance_type=rent&contract_period=36&utm_source=otomoto&utm_medium=native&utm_campaign=listing&utm_content=ad_block&utm_term=opel-astra-hatchback,opel,,,,,,,,,,,,,,,,&utm_campaign_id=3-4","https://carsmile.pl/resources/offer-images/real-thumb/OPEL,Astra,Hatchback?fallback=cover&size=medium"
Opel Corsa 1.4 Turbo Start/Stop Color Edition,45 500 zl,52 700 km,1 364 cm3 • 150 KM • OPC Line jak nowy,https://www.otomoto.pl/osobowe/oferta/opel-corsa-opc-line-jak-nowy-ID6FPlrx.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Imt1bWNpbmdlem1qcTMtT1RPTU9UT1BMIn0.gZVp7_TbM6K_B58IlcKIANkBCah1YBDbblfkazV9DmY/image;s=320x240
Opel Kadett,45 000 zl,55 000 km,1 000 cm3 • 40 KM • Kadett A 1962 Piękny Klasyk,https://www.otomoto.pl/osobowe/oferta/opel-kadett-kadett-a-1962-piekny-klasyk-ID6G1K9Y.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Ijk4YTJ1eHQ4cDd2NDMtT1RPTU9UT1BMIn0.3JZ-Rr43tz8pLzsb4J9LdLwiShkRqMtv4MnaQylL18g/image;s=320x240
Opel Adam,44 900 zl,79 000 km,1 398 cm3 • 100 KM • 1.4 B 100PS Otwierany dach Navi Klimatronik JAK NOWY,https://www.otomoto.pl/osobowe/oferta/opel-adam-1-4-b-100ps-otwierany-dach-navi-klimatronik-jak-nowy-ID6FYLRY.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InBqaWRlM2o3a2sweTItT1RPTU9UT1BMIn0.x4iqxHEKiIeSvvYHuNYx-Okeu4RN_F9wkxLxYFvA-Ew/image;s=320x240
Opel Adam 1.0 Start/Stop Jam,43 900 zl,31 000 km,999 cm3 • 115 KM • OPEL ADAM 115KM niski przebieg jak nowy,https://www.otomoto.pl/osobowe/oferta/opel-adam-opel-adam-115km-niski-przebieg-jak-nowy-ID6FXLaA.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InAyem55cmZvZTNvczEtT1RPTU9UT1BMIn0.pNlh20bmxbpKLEGZqU-sA3vHD4aZX9aJVC7n-qlTHBc/image;s=320x240
Opel Corsa,43 900 zl,18 000 km,1 200 cm3 • 102 KM • Corsa 1.2 bezyna 102 Ps z Niemiec,https://www.otomoto.pl/osobowe/oferta/opel-corsa-corsa-1-2-bezyna-102-ps-z-niemiec-ID6G3SBY.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjM0ZXBzdGtvbmdwbjItT1RPTU9UT1BMIn0.ORtBDWA6qM4GoJJEGBqp9LVvrjOsml2KsFbmiBzTj7c/image;s=320x240
OPEL Astra Hatchback Astra VI 1.2 T Edition S&S,103 500 zl,2 km,1199 cm3,"https://carsmile.pl/oferta/opel/astra/hatchback-leasing-wynajem-dlugoterminowy?code=153987-8&finance_type=rent&contract_period=36&utm_source=otomoto&utm_medium=native&utm_campaign=listing&utm_content=ad_block&utm_term=opel-astra-hatchback,opel,,,,,,,,,,,,,,,,&utm_campaign_id=3-10","https://carsmile.pl/resources/offer-images/real-thumb/OPEL,Astra,Hatchback?fallback=cover&size=medium"
Opel Astra V 1.6 CDTI Enjoy S&S,43 000 zl,107 000 km,1 598 cm3 • 110 KM,https://www.otomoto.pl/osobowe/oferta/opel-astra-ID6FTV6u.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjBiaDRyOWFjZXRiLU9UT01PVE9QTCJ9.nc5ddLHfLVQ703cCZa4zhWCtUhRZ74ATXxz-A11oco8/image;s=320x240
Opel Adam 1.4 Rocks Easytronic,43 000 zl,130 000 km,1 398 cm3 • 87 KM • Opel Adam,https://www.otomoto.pl/osobowe/oferta/opel-adam-opel-adam-ID6G0a1D.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IngzYTE4eDRoZm5iODMtT1RPTU9UT1BMIn0.cf1fjxv4rdvv7pDLuhL7JVqV8di0w5emn6NRHUEAvoE/image;s=320x240
Opel Corsa 1.4 Innovation,42 999 zl,81 000 km,"1 398 cm3 • 90 KM • Opel Corsa E Innovation, LPG, Android Auto, Bogata wersja",https://www.otomoto.pl/osobowe/oferta/opel-corsa-opel-corsa-e-innovation-lpg-android-auto-bogata-wersja-ID6G1cA2.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InVycmxnd3M5eDNtZDMtT1RPTU9UT1BMIn0.01wV8ijL3_Y-54PWz6WEoMxbY4xBEzKx9z6vYyV4d5U/image;s=320x240
Opel Adam 1.0 Start/Stop Rocks 120 Jahre,42 900 zl,127 000 km,"999 cm3 • 115 KM • Wersja limitowana Rocks na 120lecie, 115 KM, bezwypadkowa",https://www.otomoto.pl/osobowe/oferta/opel-adam-wersja-limitowana-rocks-na-120lecie-115-km-bezwypadkowa-ID6FYRYk.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjM4cjdkMnN3eGZibTMtT1RPTU9UT1BMIn0.wZe3PatKXibsS6aH0wDAS9oqAnBsCGqtdV3B392ullM/image;s=320x240
Opel Corsa 1.4 T 120 Lat S&S,41 900 zl,20 000 km,1 364 cm3 • 100 KM • OPEL CORSA - okazja,https://www.otomoto.pl/osobowe/oferta/opel-corsa-opel-corsa-okazja-ID6FZFWd.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InJlZmdwNjhkaHM3cC1PVE9NT1RPUEwifQ.Y_tttWm3yAUvQWnrrJ15lMbTHtDWP7FX_ZVrzzqUiHg/image;s=320x240
OPEL Grandland X Crossover Grandland 1.2 T Business Edition S&S,125 900 zl,2 km,1199 cm3,"https://carsmile.pl/oferta/opel/grandland-x/crossover-leasing-wynajem-dlugoterminowy?code=151609-7&finance_type=rent&contract_period=36&utm_source=otomoto&utm_medium=native&utm_campaign=listing&utm_content=ad_block&utm_term=opel-grandland-x-crossover,opel,,,,,,,,,,,,,,,,&utm_campaign_id=3-16","https://carsmile.pl/resources/offer-images/real-thumb/OPEL,Grandland%20X,Crossover?fallback=cover&size=medium"
Opel Adam,41 900 zl,42 100 km,"1 398 cm3 • 101 KM • OPEL ADAM 2017, 1.4 100KM Przebieg 42100, Najlepszy Silnik, Piękny",https://www.otomoto.pl/osobowe/oferta/opel-adam-opel-adam-2017-1-4-100km-przebieg-42100-najlepszy-silnik-piekny-ID6FFeJG.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InZzaGJycWwwMHQ0YTMtT1RPTU9UT1BMIn0.apRRBzWyVBDlCxZ_KoB5Q0XnMoGXWMs1M9_DcoJNeYM/image;s=320x240
Opel Corsa 1.2 120 Jahre,41 900 zl,34 100 km,1 229 cm3 • 70 KM • E 1.2 16V 70 KM 10.2019 r. 34t km!!! *ŁADNA!*,https://www.otomoto.pl/osobowe/oferta/opel-corsa-e-1-2-16v-70-km-10-2019-r-34t-km-ladna-ID6FQ2xZ.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImwwNWF2YjZ6anlnczMtT1RPTU9UT1BMIn0.zMbhleQtT86O2V1MWrkl4WDbLxLAMSIQZfXhyZ63Beg/image;s=320x240
Opel Corsa 1.4 Enjoy S&S,41 500 zl,70 000 km,1 398 cm3 • 90 KM • Opel Corsa E 2017r 1.4B,https://www.otomoto.pl/osobowe/oferta/opel-corsa-opel-corsa-e-2017r-1-4b-ID6G28zz.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InVqN2ZwcTF4Z3pwbjMtT1RPTU9UT1BMIn0.gE9OoC-nKkOvuF1IXav6KVe1lGRe_tz1QCSk2bdo93g/image;s=320x240
Opel Corsa 1.4 Enjoy,41 500 zl,41 000 km,"1 398 cm3 • 90 KM • Opel Corsa 1.4 16v , Salon Polska, 1. Właściciel",https://www.otomoto.pl/osobowe/oferta/opel-corsa-opel-corsa-1-4-16v-salon-polska-1-wlasciciel-ID6G0afZ.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Iml3bHZ1MmFlaGU4YjItT1RPTU9UT1BMIn0.uOjLHN-2dvPwos10iJipw7KHpCTRSyXEZv0rgA50fSU/image;s=320x240
Opel Corsa 1.4 Color Edition,40 500 zl,87 400 km,1 398 cm3 • 90 KM • Corsa E,https://www.otomoto.pl/osobowe/oferta/opel-corsa-corsa-e-ID6G0mPH.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImxuanpmYXY4ZGRuYzItT1RPTU9UT1BMIn0.a1pI-vrFCynLuhlvG8ZNrPRtAMXPjEFAO5lBtSR7kIc/image;s=320x240
Opel Astra,40 200 zl,163 643 km,1 600 cm3 • 110 KM • Opel Astra,https://www.otomoto.pl/osobowe/oferta/opel-astra-opel-astra-ID6G0LAh.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjBjb3Z6a3U4ZXY4OC1PVE9NT1RPUEwifQ.RvDpt4FbT6_aaDtGz-pBU-zTpKm_pdmGJGJGvCzjuY8/image;s=320x240
Opel Corsa 1.4 T GSi S&S,40 000 zl,50 000 km,1 364 cm3 • 150 KM • GSi - 150KM -Przebieg 50tyś km - książka serwisowa,https://www.otomoto.pl/osobowe/oferta/opel-corsa-gsi-150km-przebieg-50tys-km-ksiazka-serwisowa-ID6G2XM1.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImJsbjdoOXpvMHAxazEtT1RPTU9UT1BMIn0.pK9WSwbzDWyymja0C_5cfn9ppFgjBs1MwdgGSTIZCdI/image;s=320x240
Opel Corsa 1.4 T Cosmo S&S,40 000 zl,152 800 km,1 364 cm3 • 100 KM • OPEL Corsa E 1.4 100KM Benzyna Nawigacja Alufelgi Klimatyzacja,https://www.otomoto.pl/osobowe/oferta/opel-corsa-opel-corsa-e-1-4-100km-benzyna-nawigacja-alufelgi-klimatyzacja-ID6G2a7N.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImtmeXpjczFweGU3YzItT1RPTU9UT1BMIn0.naLfPJx26gzimcBvwCh_Yn8imK7KC_Qr0V4TXAiFX2A/image;s=320x240
Opel Corsa 1.4 Automatik Edition,39 999 zl,51 800 km,1 398 cm3 • 90 KM • automat,https://www.otomoto.pl/osobowe/oferta/opel-corsa-automat-ID6G3dkV.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjFxZnc1dHBiMmd4ODEtT1RPTU9UT1BMIn0._P9VKNPjJvQ1W6sNBtjXeveorHs6X17JxIwXJxpR3KM/image;s=320x240
Opel Corsa 1.2 Edition,39 900 zl,19 400 km,1 229 cm3 • 70 KM • 1.2 benzyna 19 tyś. przebiegu,https://www.otomoto.pl/osobowe/oferta/opel-corsa-1-2-benzyna-19-tys-przebiegu-ID6FNdMn.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjZxcWx2YWZrOWhyeS1PVE9NT1RPUEwifQ.pVpfZyPNE5KY02W2m18P21wdLJl9_LT_LbOLC5yXg2M/image;s=320x240
Opel Corsa 1.2 Color Edition,39 900 zl,7 000 km,1 229 cm3 • 70 KM • E 1.2 benzyna 7tys.km 2019 rok klima elekryka z Niemiec opłacona serwi,https://www.otomoto.pl/osobowe/oferta/opel-corsa-e-1-2-benzyna-7tys-km-2019-rok-klima-elekryka-z-niemiec-oplacona-serwi-ID6G10lY.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjR4bGk0ODY2bG5nai1PVE9NT1RPUEwifQ.MG50Pkjzq6pbUUQ18seJUb6IBk5ugxewpSXXBwLMI6Q/image;s=320x240
Opel Corsa 1.0 Ecotec Turbo (ecoFLEX) Start/Stop Color Edition,39 900 zl,40 000 km,999 cm3 • 90 KM • Benzyna Klima 5drzwi Alu 6biegów Tempomat 40 Tys Km,https://www.otomoto.pl/osobowe/oferta/opel-corsa-benzyna-klima-5drzwi-alu-6biegow-tempomat-40-tys-km-ID6G0YCp.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImNybjR1dXYwdmZ3ZzEtT1RPTU9UT1BMIn0.OWtyN5f5ytlv7Z5MouMWW9BmXJJQZfdvccARFIT_2OY/image;s=320x240
Opel Adam 1.4 Slam,39 900 zl,95 000 km,1 / 6,https://www.otomoto.pl/osobowe/oferta/opel-adam-1-4-100km-carplay-grzane-fotele-i-kierownica-pelny-serwis-bezwypadek-ID6G0SNE.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjZqeW81dWRiY2hqbC1PVE9NT1RPUEwifQ.5nVaGhSOH1QBCJTgiVyiYverPLyC7Hh_cxIe9vJYTHo/image;s=644x461
Opel Corsa 1.0 Ecotec Turbo Start/Stop Active,39 500 zl,36 000 km,999 cm3 • 90 KM • MIEJSKI Opel Corsa,https://www.otomoto.pl/osobowe/oferta/opel-corsa-miejski-opel-corsa-ID6G0yZm.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Imd4MjRzcWl2bjZuNjMtT1RPTU9UT1BMIn0.TXDcSxWV_P1PwL2nJH-IiwLVzntp3hvUWJYAAPSp9oM/image;s=320x240
Opel Corsa,39 500 zl,125 000 km,1 398 cm3 • 90 KM • Opel Corsa srebrny stan bardzo dobry gaz 2018r,https://www.otomoto.pl/osobowe/oferta/opel-corsa-opel-corsa-srebrny-stan-bardzo-dobry-gaz-2018r-ID6G3nJR.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjF1b2VvaGI2Y2tlYjItT1RPTU9UT1BMIn0.XylcH-mP9pd9N8u4FZjNPP0Bw66pfAJ351rEoRA1GUI/image;s=320x240
Opel Adam,39 000 zl,40 000 km,999 cm3 • 116 KM • Opel Adam,https://www.otomoto.pl/osobowe/oferta/opel-adam-opel-adam-ID6G3z8O.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IndocXJ4azZrdGJ0ZjEtT1RPTU9UT1BMIn0.rfslVk0_-fLEQkuA2XDycyaxtrUVXOlJNm1w-1D7Ku0/image;s=320x240
Opel Adam 1.4 Jam,39 000 zl,51 375 km,"1 398 cm3 • 87 KM • 1,4 benzyna 87KM 51375km Klimatyzacja Alufelgi Tempomat Bluetooth",https://www.otomoto.pl/osobowe/oferta/opel-adam-1-4-benzyna-87km-51375km-klimatyzacja-alufelgi-tempomat-bluetooth-ID6G098g.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImFkcm1icDNsMmFmdzItT1RPTU9UT1BMIn0.Jk4bhBbl_aa4qyDhBJryVtSPwcD9VeJnmZo23n56IgM/image;s=320x240
Opel Adam 1.4 Jam Unlimited S&S,38 990 zl,37 000 km,1 398 cm3 • 87 KM • 1.4 87KM Navi Android Super Stan Import Raty Opłaty !!!,https://www.otomoto.pl/osobowe/oferta/opel-adam-1-4-87km-navi-android-super-stan-import-raty-oplaty-ID6G371a.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImhiNGFra2l2emo0ZDItT1RPTU9UT1BMIn0.oHiD3BV-sBpY1jyYyFZ9udEVBgsxsvXiQhpH6BomldI/image;s=320x240
Opel Corsa 1.4 Turbo (ecoFLEX) Start/Stop Edition,38 900 zl,78 000 km,1 364 cm3 • 100 KM • Opel Corsa E 1.4 Turbo,https://www.otomoto.pl/osobowe/oferta/opel-corsa-opel-corsa-e-1-4-turbo-ID6G0I1b.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Ijdvc3lyYTZkaDU3bTEtT1RPTU9UT1BMIn0.mK84S8b3M5EkXgxh0eMaw6Hsx7mEDpHHgLcoW8xZ4zw/image;s=320x240
OPEL Mokka-e Crossover Mokka-e Elegance,154 200 zl,2 km,,"https://carsmile.pl/oferta/opel/mokka-e/crossover-leasing-wynajem-dlugoterminowy?code=146175-6&finance_type=rent&contract_period=36&utm_source=otomoto&utm_medium=native&utm_campaign=listing&utm_content=ad_block&utm_term=opel-mokka-e-crossover,opel,,,,,,,,,,,,,,,,&utm_campaign_id=3-undefined","https://carsmile.pl/resources/offer-images/real-thumb/OPEL,Mokka-e,Crossover?fallback=cover&size=medium"
Opel Adam,38 900 zl,119 000 km,1 398 cm3 • 100 KM • Piękny Stan! Super Okazja! 2013r,https://www.otomoto.pl/osobowe/oferta/opel-adam-piekny-stan-super-okazja-2013r-ID6G3AlD.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IndlNTBnN2o4a3Q2NC1PVE9NT1RPUEwifQ.Fc-OlNRdHyTtc9xl6HMoCrwOrJvVKB3FGkKL-j04mqc/image;s=320x240
Opel Astra III GTC 2.0 T OPC,38 900 zl,188 000 km,1 998 cm3 • 240 KM • Opel Astra H OPC 420KM/516Nm,https://www.otomoto.pl/osobowe/oferta/opel-astra-opel-astra-h-opc-420km-516nm-ID6FTnPa.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InF5Ymc5aXFwam85YS1PVE9NT1RPUEwifQ.3DwAT9N9ejw_y4eRcC5hu9UL73U7PuWO3XBptQTTHGY/image;s=320x240
Opel Karl 1.0 Rocks,38 900 zl,33 000 km,999 cm3 • 75 KM • * ROCKS * Serwis * GetHelp *,https://www.otomoto.pl/osobowe/oferta/opel-karl-rocks-serwis-gethelp-ID6FLFfo.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Imd3eDRiMGtiOW1tYjMtT1RPTU9UT1BMIn0.WhYWJ1YaJEAyUlvCQ859u6zhYBlaLcuv8eZs-D0v5Og/image;s=320x240
OPEL Astra Hatchback Astra VI 1.2 T GS S&S aut,126 000 zl,2 km,1199 cm3,"https://carsmile.pl/oferta/opel/astra/hatchback-leasing-wynajem-dlugoterminowy?code=158048-4&finance_type=rent&contract_period=36&utm_source=otomoto&utm_medium=native&utm_campaign=listing&utm_content=ad_block&utm_term=opel-astra-hatchback,opel,,,,,,,,,,,,,,,,&utm_campaign_id=4-4","https://carsmile.pl/resources/offer-images/real-thumb/OPEL,Astra,Hatchback?fallback=cover&size=medium"
Opel Corsa 1.0 Turbo Start/Stop On,38 500 zl,69 200 km,"999 cm3 • 115 KM • OPEL CORSA E 1.0 benzyna TURBO 115 KM, przebieg 69 200km!!! Polecam!!!",https://www.otomoto.pl/osobowe/oferta/opel-corsa-opel-corsa-e-1-0-benzyna-turbo-115-km-przebieg-69-200km-polecam-ID6FU6M5.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InN0YzFscXNqa3RhbTEtT1RPTU9UT1BMIn0.WDTCBQcYU8IKc-vcoJdvokp08kdrJHZmMVFGcxcq-I4/image;s=320x240
